ordemdecompra,corteinicio,cortefim,cortepausa,corteresp,customizacaoinicio,customizacaofim,customizacaopausa,customizacaoresp,coladeirainicio,coladeirafim,coladeirapausa,coladeiraresp,usinageminicio,usinagemfim,usinagempausa,usinagemresp,montageminicio,montagemfim,montagempausa,montagemresp,paineisinicio,paineisfim,paineispausa,paineisresp,embalageminicio,embalagemfim,embalagempausa,embalagemresp,observacoes,conferido,motorista,tamanho,separacao,acabamentoresp,acabamentoinicio,acabamentofim,acabamentopausa
4200543704,2024-09-24 08:42:00,2024-09-24 09:25:14,false,58,2024-09-24 15:52:00,2024-09-24 16:12:00,false,68,2024-09-24 14:10:00,2024-09-24 14:40:00,false,6,2024-09-25 14:58:00,2024-09-26 07:04:00,false,29,2024-10-02 10:55:00,2024-10-02 13:20:00,false,14,2024-09-26 00:00:00,2024-09-26 00:00:00,false,0,2024-10-02 16:00:00,2024-10-02 16:27:00,false,45,,34,15,PEQUENO,2024-10-04 09:10:00,0,,,false
4200543705,2024-09-24 09:27:25,2024-09-24 09:47:29,false,58,2024-09-24 16:14:00,2024-09-24 16:15:00,false,68,2024-09-24 13:55:00,2024-09-24 14:05:00,false,6,2024-09-25 14:35:00,2024-09-25 17:53:00,false,71,2024-10-01 10:00:00,2024-10-01 18:22:00,false,99,2024-09-25 00:00:00,2024-09-25 00:00:00,false,0,2024-10-02 09:10:00,2024-10-02 09:24:00,false,45,,34,15,PEQUENO,2024-10-04 09:10:00,0,,,false
4200543706,2024-09-24 09:49:08,2024-09-24 10:04:07,false,58,2024-09-24 16:12:00,2024-09-24 16:13:00,false,68,2024-09-24 13:55:00,2024-09-24 14:05:00,false,6,2024-09-25 14:35:00,2024-09-25 17:37:00,true,29,2024-10-01 10:00:00,2024-10-01 18:22:00,false,99,2024-09-25 00:00:00,2024-09-25 00:00:00,false,0,2024-10-02 09:09:00,2024-10-02 09:20:00,false,45,,34,15,PEQUENO,2024-10-07 10:50:00,0,,,false
4200543707,2024-09-24 10:17:28,2024-09-24 10:17:31,false,58,2024-09-25 15:30:00,2024-09-25 15:35:00,false,68,2024-09-25 18:12:00,2024-09-25 18:15:00,false,9,2024-09-25 14:00:00,2024-09-25 14:15:00,false,29,2024-09-26 08:05:00,2024-09-26 08:05:00,false,0,2024-09-26 00:00:00,2024-09-26 00:00:00,false,0,2024-09-26 08:09:00,2024-09-26 08:12:00,false,62,,34,15,PEQUENO,2024-09-27 14:00:00,0,,,false
4200544001,2024-08-15 17:41:44,2024-08-15 19:03:40,false,58,2024-08-16 14:00:00,2024-08-16 14:20:00,false,68,2024-08-16 09:04:00,2024-08-16 09:25:00,false,9,2024-08-16 14:40:00,2024-08-17 08:38:00,false,29,2024-08-23 09:15:00,2024-08-27 15:30:00,false,87,2024-08-23 09:15:00,2024-08-27 10:42:00,false,87,2024-08-27 07:34:00,2024-08-27 15:38:00,false,61,,34,39,PEQUENO,2024-08-28 14:10:00,0,,,false
4200544101,2024-06-14 07:58:57,2024-06-14 08:01:40,false,58,2024-06-18 00:00:00,2024-06-18 00:00:00,false,0,2024-06-15 15:05:00,2024-06-15 15:10:00,false,9,2024-06-18 00:00:00,2024-06-18 00:00:00,false,0,2024-06-18 11:15:00,2024-06-18 15:55:00,false,13,2024-06-18 00:00:00,2024-06-18 00:00:00,false,0,2024-06-19 07:45:00,2024-06-19 07:55:00,false,54,,45,39,PEQUENO,2024-06-19 11:26:00,0,,,false
4200544201,2024-08-20 07:45:30,2024-08-20 10:47:52,false,58,2024-08-20 13:56:00,2024-08-20 13:59:00,false,68,2024-08-21 09:30:00,2024-08-21 10:12:00,false,6,2024-08-21 13:06:00,2024-08-21 14:48:00,false,29,2024-08-26 11:55:00,2024-08-28 08:25:00,false,91,2024-08-26 11:55:00,2024-08-28 08:25:00,false,91,2024-08-28 13:07:00,2024-08-28 14:00:00,false,45,,34,15,PEQUENO,2024-08-29 13:40:00,0,,,false
4200544301,2024-07-23 10:44:51,2024-07-24 08:43:50,false,51,2024-07-24 09:30:00,2024-07-24 09:53:00,false,68,2024-07-24 08:55:00,2024-07-24 10:26:00,false,6,2024-07-24 15:50:00,2024-07-25 07:57:00,false,29,2024-07-30 14:55:00,2024-07-31 14:30:00,false,30,2024-08-01 14:25:00,2024-08-16 16:05:00,false,35,2024-08-05 08:00:00,2024-08-17 06:46:00,true,28,FALTANDO 9 UND  PUXADORES 08/08 THIAGO                                                                                                          CARREGADO FALTANDO OS PAINEIS 08/08 THIAGO /// PUXADORES OK 16/08 CARREGADO PELO TAVINO     JUNTO COM ALGUMAS PARTES DOS PAINEIS      16/08 THIAGO   17/08- CARREGAMENTO COMPLETO-17/08 MARCOS ROCHA,28,39,,2024-08-17 06:46:00,0,,,false
4200544302,2024-07-19 14:21:14,2024-07-22 09:35:13,true,75,2024-07-22 11:05:00,2024-07-22 11:56:00,false,68,2024-07-22 09:51:00,2024-07-22 11:43:00,false,9,2024-07-23 16:15:00,2024-07-24 14:32:00,false,29,2024-07-27 11:25:00,2024-07-29 13:15:00,false,11,2024-07-23 10:35:00,2024-07-23 15:38:00,false,35,2024-08-05 07:50:00,2024-08-05 11:01:00,false,45,FALTANDO 10 PARES DE CORREDIÇAS DE 45  05/08 THIAGO                                                                                  CORREDIÇAS CARREGADAS PELO JAPONES 08/08,34,39,GRANDE,2024-08-08 10:00:00,0,,,false
4200544303,2024-07-18 17:23:53,2024-07-18 18:24:33,false,51,2024-07-19 10:03:00,2024-07-19 10:10:00,false,68,2024-07-19 08:15:00,2024-07-19 09:50:00,false,9,2024-07-24 07:47:00,2024-07-24 08:37:00,false,29,2024-07-24 10:55:00,2024-07-24 11:25:00,false,90,2024-07-24 00:00:00,2024-07-24 00:00:00,false,0,2024-07-24 15:25:00,2024-07-24 15:55:00,false,60,,45,15,MÉDIO,2024-07-25 11:43:00,0,,,false
4200544304,2024-07-22 09:29:01,2024-07-22 14:07:51,false,51,2024-07-22 15:15:00,2024-07-22 15:46:00,false,68,2024-07-22 14:15:00,2024-07-22 15:42:00,false,9,2024-07-23 13:40:00,2024-07-24 07:45:00,false,29,2024-07-24 11:38:00,2024-07-25 15:00:00,false,30,2024-07-22 17:05:00,2024-07-23 10:22:00,false,35,2024-07-25 15:45:00,2024-07-26 08:30:00,false,92,,45,41,GRANDE,2024-07-26 11:33:00,0,,,false
4200544305,2024-07-18 18:37:00,2024-07-22 15:03:01,true,51,2024-07-22 15:50:00,2024-07-22 15:54:00,false,68,2024-07-22 16:37:00,2024-07-23 08:00:00,false,6,2024-07-23 08:50:00,2024-07-23 13:05:00,false,29,2024-07-25 13:05:00,2024-07-26 09:24:00,false,11,2024-07-23 13:30:00,2024-07-23 16:56:00,false,8,2024-07-26 13:53:00,2024-07-26 15:00:00,false,92,FALTANDO 4 PARES DE CORREDIÇAS DE 45 02/08 THIAGO  ok 06/08,34,39,MÉDIO,2024-08-06 15:00:00,0,,,false
4200544306,2024-07-22 15:11:23,2024-07-23 10:21:22,false,51,2024-07-23 10:58:00,2024-07-23 11:50:00,false,68,2024-07-23 10:23:00,2024-07-24 17:00:00,false,9,2024-07-24 10:00:00,2024-07-24 14:57:00,false,29,2024-07-27 08:55:00,2024-07-29 09:00:00,false,30,2024-07-23 16:30:00,2024-07-30 08:54:00,false,35,2024-08-02 11:01:00,2024-08-02 15:30:00,false,45,FALTANDO 4 PARES DE CORREDIÇAS 45         05/08  THIAGO                                                                                   CORREDIÇAS CARREGADAS PELO JAPONES 08/08,34,41,GRANDE,2024-08-08 10:00:00,0,,,false
4200544307,2024-07-18 07:51:22,2024-07-18 09:15:00,false,58,2024-07-18 09:20:00,2024-07-18 09:23:00,false,68,2024-07-18 09:20:00,2024-07-18 10:10:00,false,9,2024-07-19 06:40:00,2024-07-19 09:38:00,false,32,2024-07-22 08:35:00,2024-07-22 15:34:00,false,14,2024-07-19 00:00:00,2024-07-19 00:00:00,false,0,2024-07-22 18:12:00,2024-07-23 08:04:00,true,62,,45,15,GRANDE,2024-07-24 08:16:00,0,,,false
4200544308,2024-07-18 09:19:49,2024-07-18 13:59:08,false,58,2024-07-19 07:40:00,2024-07-19 09:45:00,false,68,2024-07-19 08:15:00,2024-07-19 09:50:00,false,9,2024-07-19 11:30:00,2024-07-19 13:30:00,false,29,2024-07-22 13:10:00,2024-07-24 10:40:00,false,90,2024-07-22 08:55:00,2024-07-22 13:55:00,false,35,2024-07-24 13:30:00,2024-07-24 15:24:00,false,45,FALTANDO 1 CARTELA DE TAPA FURO.  MARCOS VINICIUS - 25/07/2024 QUAL?,45,15,GRANDE,2024-07-25 11:06:00,0,,,false
4200544309,2024-07-18 14:01:17,2024-07-18 18:57:18,true,75,2024-07-19 09:20:00,2024-07-19 10:00:00,false,68,2024-07-19 15:05:00,2024-07-22 08:40:00,false,54,2024-07-22 15:30:00,2024-07-23 08:07:00,true,29,2024-07-23 10:15:00,2024-07-24 09:00:00,false,11,2024-07-22 14:05:00,2024-07-22 16:53:00,false,35,2024-07-24 10:50:00,2024-07-24 13:28:00,false,60,,45,15,GRANDE,2024-07-25 11:21:00,0,,,false
4200544310,2024-07-22 10:35:56,2024-07-22 11:46:50,false,58,2024-07-22 13:08:00,2024-07-22 13:09:00,false,68,2024-07-22 13:50:00,2024-07-22 15:10:00,false,6,2024-07-23 13:08:00,2024-07-23 15:33:00,false,29,2024-07-26 11:40:00,2024-07-27 07:15:00,false,14,2024-07-23 00:00:00,2024-07-23 00:00:00,false,0,2024-07-30 07:40:00,2024-07-30 08:38:00,false,61,,45,39,MÉDIO,2024-07-30 14:47:00,0,,,false
4200544311,2024-07-19 07:28:29,2024-07-19 09:28:17,false,51,2024-07-19 14:22:00,2024-07-19 14:26:00,false,68,2024-07-22 08:40:00,2024-07-22 09:17:00,false,9,2024-07-22 11:40:00,2024-07-22 14:17:00,false,29,2024-07-22 15:05:00,2024-07-23 07:52:00,false,11,2024-07-22 00:00:00,2024-07-22 00:00:00,false,0,2024-07-23 13:15:00,2024-07-23 14:08:00,false,62,,45,15,GRANDE,2024-07-24 10:30:00,0,,,false
4200544312,2024-07-22 15:57:25,2024-07-22 17:22:21,false,58,2024-07-23 07:31:00,2024-07-23 07:32:00,false,68,2024-07-23 08:20:00,2024-07-23 09:15:00,false,6,2024-07-23 10:39:00,2024-07-23 16:09:00,false,71,2024-07-29 09:15:00,2024-07-29 17:24:00,false,30,2024-07-23 00:00:00,2024-07-23 00:00:00,false,0,2024-08-02 11:00:00,2024-08-02 11:00:00,false,45,,34,41,MÉDIO,2024-08-05 13:50:00,0,,,false
4200544313,2024-07-22 09:47:53,2024-07-22 10:24:15,false,58,2024-07-22 13:05:00,2024-07-22 13:07:20,false,68,2024-07-22 11:46:00,2024-07-22 13:10:00,false,9,2024-07-22 14:20:00,2024-07-22 15:10:00,false,29,2024-07-23 08:00:00,2024-07-23 10:07:00,false,11,2024-07-22 00:00:00,2024-07-22 00:00:00,false,0,2024-07-24 07:35:00,2024-07-24 08:10:00,false,60,,45,15,MÉDIO,2024-07-24 11:10:00,0,,,false
4200544314,2024-07-19 09:34:39,2024-07-19 09:34:00,false,51,2024-07-19 00:00:00,2024-07-19 00:00:00,false,0,2024-07-19 13:45:00,2024-07-19 13:55:00,false,9,2024-07-19 14:10:00,2024-07-19 14:55:00,false,29,2024-07-22 10:30:00,2024-07-22 10:45:00,false,30,2024-07-19 00:00:00,2024-07-19 00:00:00,false,0,2024-07-22 17:45:00,2024-07-22 18:37:00,true,65,,45,15,PEQUENO,2024-07-24 07:45:00,0,,,false
4200544315,2024-07-19 14:45:47,2024-07-22 09:10:45,false,51,2024-07-24 00:00:00,2024-07-24 00:00:00,false,0,2024-07-22 11:25:00,2024-07-22 14:55:00,false,9,2024-07-24 08:40:00,2024-07-24 13:41:00,false,29,2024-07-26 11:50:00,2024-07-30 07:35:00,false,13,2024-07-24 00:00:00,2024-07-24 00:00:00,false,0,2024-08-02 07:50:00,2024-08-02 09:43:00,false,62,,34,39,GRANDE,2024-08-02 14:03:00,0,,,false
4200544401,2024-12-03 08:31:41,2024-12-03 13:47:42,false,22,2024-12-04 07:35:00,2024-12-04 09:55:00,false,68,2024-12-03 16:35:00,2024-12-04 09:08:00,false,105,2024-12-05 08:40:00,2024-12-06 11:55:00,false,29,2024-12-18 17:00:00,2024-12-19 17:00:00,false,30,2024-12-06 13:16:41,2024-12-06 13:16:41,false,0,2024-12-23 08:08:00,2024-12-23 10:45:00,false,62,,96,15,MÉDIO,2024-12-26 08:16:00,0,,,false
4200544501,2024-08-13 16:44:09,2024-08-13 19:14:14,false,75,2024-08-14 07:36:00,2024-08-14 07:50:00,false,68,2024-08-14 08:00:00,2024-08-14 09:48:00,false,6,2024-08-15 15:10:00,2024-08-17 07:27:00,false,29,2024-08-21 11:55:00,2024-08-21 16:55:00,false,30,2024-08-19 00:00:00,2024-08-19 00:00:00,false,0,2024-08-22 18:05:00,2024-08-23 09:08:00,false,92,FALTANDO TAMPO ESPERANDO MATERIAL OK 26/08/2024 MSRCOS ROCHA,34,15,MÉDIO,2024-08-26 10:48:00,0,,,false
4200544901,2024-07-25 07:58:33,2024-07-25 09:06:19,false,58,2024-07-25 11:52:00,2024-07-25 11:55:00,false,68,2024-07-25 09:05:00,2024-07-25 09:55:00,false,54,2024-07-25 10:40:00,2024-07-25 13:36:00,false,71,2024-07-26 11:45:00,2024-07-29 07:40:00,false,91,2024-07-25 00:00:00,2024-07-25 00:00:00,false,0,2024-07-30 09:15:00,2024-07-30 09:53:00,false,61,FALTANDO 4 PARES DE CORREDIÇAS DE 45 31/07 THIAGO  OK 06/08,34,41,MÉDIO,2024-08-06 15:00:00,0,,,false
4200545001,2024-08-28 09:31:31,2024-08-28 16:20:46,false,58,2024-08-29 07:35:00,2024-08-29 07:52:00,false,68,2024-08-29 07:50:00,2024-08-29 08:54:00,false,54,2024-08-29 11:20:00,2024-08-29 16:42:00,false,29,2024-08-31 11:35:00,2024-09-03 14:23:00,false,14,2024-08-30 10:45:00,2024-08-30 14:25:00,false,83,2024-09-04 11:55:00,2024-09-04 15:12:00,false,65,FALTANDO 3 PARES DE CORREDIÇAS INVISIVEL 450MM    05/09 THIAGO OK 05/09,34,39,MÉDIO,2024-09-05 16:20:00,0,,,false
4200545101,2024-08-13 14:40:15,2024-08-14 08:40:17,true,75,2024-08-13 17:05:00,2024-08-13 17:08:00,false,68,2024-08-14 14:46:00,2024-08-14 15:00:00,false,54,2024-08-16 07:24:00,2024-08-16 08:50:00,false,71,2024-08-16 14:55:00,2024-08-20 09:40:00,false,30,2024-08-16 00:00:00,2024-08-16 00:00:00,false,0,2024-08-20 13:47:00,2024-08-20 14:10:00,false,61,,34,39,PEQUENO,2024-08-21 17:11:00,0,,,false
4200545301,2024-07-25 09:26:16,2024-07-25 10:00:43,false,58,2024-07-25 11:40:00,2024-07-25 11:47:00,false,68,2024-07-25 10:00:00,2024-07-25 10:10:00,false,54,2024-07-25 11:30:00,2024-07-25 14:21:00,false,71,2024-07-27 07:40:00,2024-07-29 07:53:00,false,14,2024-07-25 00:00:00,2024-07-25 00:00:00,false,0,2024-07-30 08:40:00,2024-07-30 09:12:00,false,61,FALTANDO PORTA DE ALUMINIO 2234X580  1 PEÇA OK DIA 02/08/2024,45,41,MÉDIO,2024-07-30 15:00:00,0,,,false
4200545501,2024-10-03 07:55:13,2024-10-03 13:55:09,true,58,2024-10-09 11:00:20,2024-10-09 11:00:20,false,0,2024-10-03 09:59:00,2024-10-03 14:20:00,false,54,2024-10-09 09:50:00,2024-10-09 10:55:00,true,29,2024-10-09 11:10:00,2024-10-09 15:49:00,false,11,2024-10-09 11:01:41,2024-10-09 11:01:41,false,0,2024-10-17 13:23:00,2024-10-17 14:30:00,false,45,FALTANDO 6 PARES DE CORREDIÇAS DE 500  21/10  THIAGO  OK 28/10    CORREDIÇAS CARREGADA PELO BAHIA 28/10,34,15,MÉDIO,2024-10-28 08:00:00,0,,,false
4200545502,2024-10-02 17:08:35,2024-10-02 17:22:40,false,75,2024-10-03 09:18:00,2024-10-03 09:20:00,false,68,2024-10-03 08:16:00,2024-10-03 08:38:00,false,6,2024-10-05 14:30:00,2024-10-05 14:53:00,false,32,2024-10-08 07:55:00,2024-10-08 09:45:00,false,13,2024-10-07 06:48:09,2024-10-07 06:48:09,false,0,2024-10-17 10:02:00,2024-10-17 10:13:00,false,45,,34,15,PEQUENO,2024-10-18 11:00:00,0,,,false
4200545503,2024-10-02 17:28:02,2024-10-02 18:08:31,true,58,2024-10-03 08:50:00,2024-10-03 09:12:00,false,68,2024-10-03 07:53:00,2024-10-03 08:14:00,false,6,2024-10-07 08:14:00,2024-10-07 08:23:00,true,29,2024-10-08 08:38:00,2024-10-08 10:07:00,false,99,2024-10-07 08:30:26,2024-10-07 08:30:26,false,0,2024-10-17 09:45:00,2024-10-17 10:00:00,false,45,,34,15,PEQUENO,2024-10-18 11:10:00,0,,,false
4200545801,2024-10-08 14:20:29,2024-10-08 16:51:04,false,75,2024-10-08 17:05:00,2024-10-08 17:12:00,false,68,2024-10-09 07:35:00,2024-10-09 08:43:00,false,9,2024-10-10 11:38:00,2024-10-10 15:11:00,false,29,2024-10-11 09:05:00,2024-10-11 14:09:00,false,11,2024-10-10 15:46:39,2024-10-10 15:46:39,false,0,2024-10-17 17:20:00,2024-10-18 08:17:00,false,62,FALTANDO 3 PARES DE CORREDIÇAS 500   23/10  THIAGO   OK 28/10,34,15,MÉDIO,2024-10-28 13:00:00,0,,,false
4200545802,2024-10-08 16:53:07,2024-10-08 17:29:08,true,75,2024-10-09 07:31:00,2024-10-09 07:34:00,false,68,2024-10-09 09:45:00,2024-10-09 10:15:00,false,6,2024-10-11 09:30:00,2024-10-11 14:17:00,false,29,2024-10-11 14:35:00,2024-10-16 15:53:00,false,11,2024-10-11 14:28:07,2024-10-11 14:28:07,false,0,2024-10-17 09:36:00,2024-10-17 09:40:00,false,62,,34,15,PEQUENO,2024-10-18 11:10:00,0,,,false
4200545803,2024-10-08 17:30:07,2024-10-09 14:22:43,true,75,2024-10-09 08:40:00,2024-10-09 08:46:00,false,68,2024-10-09 10:50:00,2024-10-09 14:15:00,false,6,2024-10-10 17:40:00,2024-10-11 16:15:00,false,29,2024-10-14 07:35:00,2024-10-15 10:59:00,false,14,2024-10-09 09:50:00,2024-10-09 11:49:00,false,35,2024-10-18 11:19:00,2024-10-18 16:25:00,false,45,FALTANDO PORTA DE ALUMINIO 2260X790 = 1 PEÇA   OK DIA 18/10/2024                                                      FALTANDO 6 PARES DE CORREDIÇAS 450    23/10 THIAGO    CORREDIÇAS OK   28/10,34,15,MÉDIO,2024-10-28 11:40:00,0,,,false
4200545804,2024-10-08 14:52:08,2024-10-08 15:37:06,false,98,2024-10-08 15:45:00,2024-10-08 15:50:00,false,68,2024-10-08 15:44:00,2024-10-08 16:07:00,false,6,2024-10-08 16:22:08,2024-10-08 16:22:08,false,0,2024-10-08 16:30:00,2024-10-09 10:59:00,false,14,2024-10-08 16:22:09,2024-10-08 16:22:09,false,0,2024-10-10 18:00:00,2024-10-10 18:04:00,false,28,,34,15,PEQUENO,2024-10-11 16:00:00,0,,,false
4200545805,2024-10-08 16:02:28,2024-10-08 16:52:59,false,98,2024-10-08 17:00:00,2024-10-08 17:02:00,false,68,2024-10-08 17:04:00,2024-10-09 07:50:00,false,54,2024-10-09 07:46:37,2024-10-09 07:46:37,false,0,2024-10-09 08:00:00,2024-10-09 14:10:00,false,21,2024-10-09 07:46:38,2024-10-09 07:46:38,false,0,2024-10-11 16:20:00,2024-10-14 07:45:00,false,61,FALTANDO PORTAS DE ALUMINIO 813 X 377 = 2 PEÇAS   OK DIA 18/10/2024,34,15,PEQUENO,2024-10-21 08:00:00,0,,,false
4200545806,2024-10-08 17:03:31,2024-10-08 17:44:13,false,98,2024-10-09 07:10:00,2024-10-09 07:15:00,false,68,2024-10-09 10:00:00,2024-10-03 10:17:00,false,6,2024-10-10 10:21:43,2024-10-10 10:21:43,false,0,2024-10-10 10:25:00,2024-10-10 16:00:00,false,99,2024-10-10 10:21:44,2024-10-10 10:21:44,false,0,2024-10-11 15:37:00,2024-10-11 15:42:00,false,45,,34,15,PEQUENO,2024-10-15 17:00:00,0,,,false
4200545807,2024-10-08 17:45:18,2024-10-09 08:33:19,true,98,2024-10-09 08:47:00,2024-10-09 08:49:00,false,68,2024-10-09 10:20:00,2024-10-09 10:34:00,false,6,2024-10-10 08:05:24,2024-10-10 08:05:24,false,0,2024-10-10 07:45:00,2024-10-10 09:00:00,false,11,2024-10-10 08:05:25,2024-10-10 08:05:25,false,0,2024-10-17 15:45:00,2024-10-17 16:06:00,false,45,,34,15,PEQUENO,2024-10-21 17:00:00,0,,,false
4200545901,2024-10-07 15:46:44,2024-10-08 09:43:18,true,75,2024-10-08 11:13:00,2024-10-08 11:17:00,false,68,2024-10-08 10:00:00,2024-10-08 10:54:00,false,54,2024-10-09 13:55:00,2024-10-10 10:24:00,false,71,2024-10-10 10:40:00,2024-10-10 14:48:00,false,30,2024-10-10 10:29:51,2024-10-10 10:29:51,false,0,2024-10-18 08:18:00,2024-10-18 09:55:00,false,62,FALTANDO 3 PARES DE CORREDIÇA 500  23/10  THIAGO  OK 28/10,34,15,MÉDIO,2024-10-28 13:00:00,0,,,false
4200545902,2024-10-08 13:14:27,2024-10-08 14:34:33,false,75,2024-10-08 14:19:00,2024-10-08 14:21:00,false,68,2024-10-08 14:22:00,2024-10-08 14:38:00,true,54,2024-10-10 06:30:00,2024-10-10 11:18:00,false,29,2024-10-10 13:50:00,2024-10-16 09:20:00,false,21,2024-10-10 11:26:55,2024-10-10 11:26:55,false,0,2024-10-16 09:48:00,2024-10-16 09:55:00,false,61,,34,15,PEQUENO,2024-10-17 13:00:00,0,,,false
4200545903,2024-10-08 09:44:40,2024-10-08 13:11:48,false,75,2024-10-08 14:05:00,2024-10-08 14:10:00,false,68,2024-10-08 13:25:00,2024-10-08 14:06:00,false,6,2024-10-09 16:20:00,2024-10-10 10:51:00,true,29,2024-10-10 15:00:00,2024-10-10 17:00:00,false,30,2024-10-09 09:50:00,2024-10-09 11:40:00,false,83,2024-10-18 09:55:00,2024-10-18 11:18:00,false,62,PORTA DE ALUMINIO 2470x775 = 1 PEÇA  OK DIA 22/10/2024,34,15,MÉDIO,2024-10-23 08:00:00,0,,,false
4200545904,2024-10-08 07:19:19,2024-10-08 08:17:04,false,22,2024-10-08 08:40:00,2024-10-08 08:45:00,false,68,2024-10-08 09:25:00,2024-10-08 09:35:00,false,9,2024-10-08 13:09:46,2024-10-08 13:09:46,false,0,2024-10-08 13:20:00,2024-10-08 16:04:00,false,14,2024-10-08 13:09:48,2024-10-08 13:09:48,false,0,2024-10-10 15:45:00,2024-10-10 15:56:00,false,62,,34,15,PEQUENO,2024-10-11 16:00:00,0,,,false
4200545905,2024-10-08 08:24:34,2024-10-08 10:09:28,false,98,2024-10-08 11:05:00,2024-10-08 11:11:00,false,68,2024-10-08 10:50:00,2024-10-08 11:10:00,false,54,2024-10-08 15:49:04,2024-10-08 15:49:04,false,0,2024-10-08 15:55:00,2024-10-09 10:44:00,false,87,2024-10-08 15:49:05,2024-10-08 15:49:05,false,0,2024-10-15 09:06:00,2024-10-15 09:22:00,false,65," PORTAS DE ALUMINIO 813X374 = 2 PÇS  OK DIA 22/10/2024",34,15,PEQUENO,2024-10-25 11:00:00,0,,,false
4200545906,2024-10-08 10:13:38,2024-10-08 11:49:56,false,98,2024-10-08 13:05:00,2024-10-08 13:08:00,false,68,2024-10-08 14:12:00,2024-10-08 14:30:00,false,54,2024-10-08 16:07:34,2024-10-08 16:07:34,false,0,2024-10-08 16:10:00,2024-10-09 13:30:00,false,99,2024-10-08 16:07:36,2024-10-08 16:07:36,false,0,2024-10-09 15:23:00,2024-10-09 15:36:00,false,45,,34,15,PEQUENO,2024-10-15 14:30:00,0,,,false
4200545907,2024-10-08 13:54:06,2024-10-08 14:36:04,false,98,2024-10-08 15:03:00,2024-10-08 15:05:00,false,68,2024-10-08 14:40:00,2024-10-08 15:00:00,false,54,2024-10-09 09:40:59,2024-10-09 09:40:59,false,0,2024-10-09 09:45:00,2024-10-09 10:56:00,false,11,2024-10-09 09:41:00,2024-10-09 09:41:00,false,0,2024-10-10 10:35:00,2024-10-10 10:58:00,false,62,,34,15,PEQUENO,2024-10-15 14:30:00,0,,,false
4200546101,2024-08-13 15:53:38,2024-08-13 16:43:10,false,75,2024-08-19 00:00:00,2024-08-19 00:00:00,false,0,2024-08-14 13:27:00,2024-08-14 13:50:00,false,54,2024-08-16 13:30:00,2024-08-17 08:30:00,false,29,2024-08-20 10:15:00,2024-08-20 14:05:00,false,30,2024-08-19 00:00:00,2024-08-19 00:00:00,false,0,2024-08-20 17:10:00,2024-08-21 13:10:00,false,45,FALTANDO PORTAS UZINADAS ESPERANDO FREZA DA CN CHEGAR OK DIA 21/08/2024,34,15,PEQUENO,2024-08-22 11:50:00,0,,,false
4200546301,2024-08-26 09:33:44,2024-08-27 16:49:08,true,58,2024-08-28 09:08:00,2024-08-28 09:16:00,false,68,2024-08-26 14:13:00,2024-08-28 11:00:00,false,9,2024-08-28 13:38:00,2024-08-29 07:52:00,false,29,2024-08-30 11:40:00,2024-08-31 14:35:00,false,30,2024-08-30 11:40:00,2024-08-31 14:35:00,false,30,2024-09-02 08:43:00,2024-09-02 09:52:00,false,62,TRES AMBIEMTES JUNTOS   COZINHA /SALA / BANHEIRO  1708,34,15,MÉDIO,2024-09-04 08:55:00,0,,,false
4200546302,2024-08-26 14:12:32,2024-08-27 17:03:41,true,75,2024-08-28 10:05:00,2024-08-28 10:12:00,false,68,2024-08-28 13:51:00,2024-08-28 13:59:00,false,6,2024-08-29 08:17:00,2024-08-29 08:44:00,false,29,2024-08-29 13:30:00,2024-08-30 09:53:00,false,14,2024-08-29 13:30:00,2024-08-30 09:54:00,false,14,2024-08-30 15:25:00,2024-08-30 15:39:00,false,45,TRES AMBIENTES JUNTOS,34,15,PEQUENO,2024-09-04 11:25:00,0,,,false
4200546303,2024-08-26 15:24:44,2024-08-27 17:22:19,true,75,2024-08-28 09:30:00,2024-08-28 09:43:00,false,68,2024-08-26 16:17:00,2024-08-28 11:15:00,false,9,2024-08-29 08:54:00,2024-08-29 11:15:00,false,29,2024-08-29 16:10:00,2024-08-30 11:10:00,false,21,2024-08-29 16:10:00,2024-08-30 11:10:00,false,21,2024-09-02 07:35:00,2024-09-02 08:42:00,false,62,,34,15,MÉDIO,2024-09-05 09:00:00,0,,,false
4200546304,2024-08-27 07:46:45,2024-08-28 08:02:23,true,58,2024-08-28 10:13:00,2024-08-28 10:19:00,false,68,2024-08-28 10:06:00,2024-08-28 10:35:00,false,9,2024-08-28 13:07:00,2024-08-28 13:20:00,false,29,2024-08-29 11:50:00,2024-08-29 16:36:00,false,28,2024-08-28 00:00:00,2024-08-28 00:00:00,false,0,2024-08-30 07:42:00,2024-08-30 07:50:00,false,45,TRES AMBIENTES JUNTOS,34,15,PEQUENO,2024-09-03 16:20:00,0,,,false
4200546401,2024-08-16 14:13:54,2024-08-16 14:14:02,true,58,2024-08-16 15:25:00,2024-08-16 16:17:00,false,68,2024-08-19 08:00:00,2024-08-19 09:05:00,false,6,2024-08-19 11:50:00,2024-08-20 09:06:00,false,71,2024-08-27 14:20:00,2024-08-29 08:10:00,false,30,2024-08-27 14:20:00,2024-08-29 08:10:00,false,30,2024-08-29 10:28:00,2024-08-29 11:53:00,false,62,,34,15,MÉDIO,2024-08-30 11:40:00,0,,,false
